월급,고정지출,식비/외식,교통/자동차,편의점/마트,금융,여가비,커피/디저트,쇼핑,비상금,군집
2195000,0.06,0.16,0.46,0.06,0.01,0.04,0.04,0.19,0.2,3
2095000,0.06,0.12,0.44,0.06,0.01,0.04,0.04,0.24,0.19,3
2038000,0.06,0.12,0.46,0.06,0.01,0.04,0.04,0.23,0.19,3
2144000,0.06,0.14,0.49,0.05,0.01,0.04,0.04,0.25,0.19,3
2111000,0.06,0.13,0.46,0.06,0.01,0.04,0.03,0.21,0.19,3
2102000,0.06,0.13,0.49,0.06,0.01,0.04,0.05,0.24,0.19,3
2056000,0.06,0.15,0.51,0.06,0.01,0.04,0.05,0.22,0.19,3
2167000,0.06,0.14,0.42,0.06,0.01,0.04,0.05,0.24,0.19,3
2132000,0.06,0.15,0.43,0.06,0.01,0.04,0.03,0.2,0.19,3
2167000,0.06,0.13,0.44,0.06,0.01,0.04,0.04,0.25,0.19,3
2067000,0.06,0.16,0.43,0.06,0.01,0.05,0.05,0.22,0.19,3
2126000,0.06,0.14,0.43,0.06,0.01,0.04,0.04,0.21,0.19,3
2099000,0.06,0.12,0.46,0.06,0.01,0.04,0.04,0.21,0.19,3
2137000,0.06,0.15,0.44,0.06,0.01,0.04,0.04,0.21,0.18,3
2201000,0.06,0.13,0.45,0.06,0.01,0.04,0.04,0.24,0.19,3
2075000,0.06,0.13,0.47,0.06,0.01,0.04,0.04,0.25,0.19,3
2064000,0.06,0.13,0.49,0.05,0.01,0.04,0.04,0.19,0.19,3
2115000,0.06,0.13,0.43,0.06,0.01,0.04,0.04,0.25,0.19,3
2122000,0.06,0.13,0.43,0.06,0.01,0.04,0.04,0.23,0.19,3
2040000,0.06,0.16,0.45,0.06,0.01,0.04,0.04,0.25,0.19,3
2020000,0.06,0.14,0.5,0.07,0.01,0.04,0.04,0.23,0.19,3
2016000,0.06,0.13,0.45,0.05,0.01,0.04,0.03,0.22,0.19,3
2189000,0.06,0.12,0.46,0.06,0.01,0.05,0.04,0.2,0.19,3
2178000,0.06,0.13,0.47,0.06,0.01,0.04,0.04,0.25,0.19,3
2074000,0.06,0.15,0.45,0.06,0.01,0.04,0.04,0.21,0.19,3
2021000,0.06,0.15,0.43,0.06,0.01,0.04,0.04,0.22,0.19,3
2205000,0.06,0.14,0.5,0.06,0.01,0.04,0.04,0.22,0.2,3
2029000,0.06,0.14,0.45,0.06,0.01,0.05,0.04,0.23,0.19,3
2083000,0.06,0.14,0.49,0.06,0.01,0.04,0.03,0.24,0.19,3
2111000,0.06,0.15,0.42,0.06,0.01,0.04,0.04,0.2,0.19,3
2106000,0.06,0.14,0.5,0.06,0.01,0.04,0.04,0.24,0.19,3
2180000,0.06,0.13,0.47,0.06,0.01,0.04,0.04,0.19,0.19,3
2137000,0.06,0.14,0.46,0.06,0.01,0.04,0.04,0.25,0.19,3
2186000,0.06,0.15,0.42,0.06,0.01,0.04,0.04,0.21,0.19,3
2086000,0.06,0.13,0.43,0.06,0.01,0.04,0.05,0.19,0.19,3
2165000,0.06,0.15,0.44,0.06,0.01,0.03,0.04,0.25,0.19,3
2028000,0.06,0.15,0.46,0.06,0.01,0.05,0.04,0.21,0.19,3
2015000,0.06,0.16,0.46,0.06,0.01,0.04,0.05,0.19,0.19,3
2144000,0.06,0.13,0.46,0.06,0.01,0.03,0.04,0.2,0.2,3
2031000,0.06,0.15,0.43,0.06,0.01,0.03,0.05,0.24,0.19,3
2174000,0.06,0.12,0.51,0.06,0.01,0.04,0.03,0.23,0.18,3
2034000,0.06,0.12,0.45,0.06,0.01,0.04,0.04,0.22,0.19,3
2119000,0.06,0.13,0.42,0.06,0.01,0.04,0.04,0.23,0.19,3
2152000,0.06,0.13,0.47,0.06,0.01,0.05,0.04,0.24,0.19,3
2105000,0.06,0.15,0.5,0.06,0.01,0.05,0.04,0.23,0.19,3
2190000,0.06,0.14,0.48,0.07,0.01,0.03,0.04,0.21,0.18,3
2126000,0.06,0.14,0.5,0.06,0.01,0.04,0.04,0.21,0.19,3
2074000,0.06,0.12,0.44,0.06,0.01,0.04,0.04,0.21,0.19,3
2073000,0.06,0.14,0.42,0.06,0.01,0.04,0.04,0.23,0.19,3
2049000,0.06,0.12,0.51,0.06,0.01,0.04,0.04,0.22,0.19,3
2078000,0.06,0.16,0.5,0.06,0.01,0.05,0.04,0.19,0.19,3
2134000,0.06,0.14,0.47,0.06,0.01,0.04,0.04,0.25,0.19,3
2164000,0.06,0.13,0.49,0.05,0.01,0.04,0.04,0.21,0.19,3
2048000,0.06,0.12,0.45,0.06,0.01,0.04,0.04,0.22,0.19,3
2140000,0.06,0.14,0.41,0.06,0.01,0.04,0.04,0.2,0.19,3
2109000,0.06,0.12,0.5,0.06,0.01,0.04,0.04,0.23,0.19,3
2124000,0.06,0.15,0.5,0.06,0.01,0.04,0.04,0.19,0.19,3
2041000,0.06,0.16,0.48,0.07,0.01,0.04,0.05,0.2,0.19,3
2077000,0.06,0.16,0.42,0.06,0.01,0.04,0.04,0.21,0.19,3
2116000,0.06,0.14,0.49,0.06,0.01,0.04,0.04,0.22,0.19,3
2034000,0.06,0.14,0.45,0.06,0.01,0.04,0.04,0.19,0.19,3
2118000,0.06,0.15,0.45,0.06,0.01,0.04,0.04,0.23,0.19,3
2006000,0.06,0.13,0.47,0.07,0.01,0.04,0.03,0.21,0.18,3
2100000,0.06,0.14,0.5,0.06,0.01,0.03,0.04,0.21,0.19,3
2087000,0.06,0.12,0.47,0.05,0.01,0.04,0.04,0.24,0.19,3
2067000,0.06,0.14,0.42,0.06,0.01,0.04,0.03,0.24,0.19,3
2004000,0.06,0.12,0.43,0.07,0.01,0.04,0.04,0.25,0.19,3
2158000,0.06,0.13,0.44,0.06,0.01,0.05,0.04,0.25,0.19,3
2060000,0.06,0.13,0.48,0.06,0.01,0.04,0.03,0.23,0.19,3
2082000,0.06,0.15,0.5,0.07,0.01,0.05,0.04,0.24,0.19,3
1241000,0.01,0.55,0.05,0.05,0.0,0.06,0.04,0.32,0.01,4
1297000,0.01,0.49,0.05,0.06,0.0,0.07,0.04,0.33,0.01,4
1329000,0.01,0.51,0.05,0.06,0.0,0.06,0.04,0.33,0.01,4
1344000,0.01,0.6,0.05,0.06,0.0,0.05,0.04,0.3,0.01,4
1242000,0.01,0.47,0.05,0.06,0.0,0.05,0.03,0.27,0.01,4
1317000,0.01,0.58,0.05,0.05,0.0,0.05,0.03,0.27,0.01,4
1274000,0.01,0.49,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1290000,0.01,0.61,0.05,0.06,0.0,0.07,0.04,0.3,0.01,4
1302000,0.01,0.58,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1345000,0.01,0.49,0.05,0.06,0.0,0.06,0.04,0.29,0.01,4
1362000,0.01,0.53,0.05,0.06,0.0,0.07,0.04,0.28,0.01,4
1305000,0.01,0.63,0.05,0.07,0.0,0.05,0.04,0.31,0.01,4
1362000,0.01,0.58,0.05,0.06,0.0,0.06,0.04,0.31,0.01,4
1253000,0.01,0.51,0.05,0.06,0.0,0.06,0.04,0.25,0.01,4
1276000,0.01,0.54,0.05,0.06,0.0,0.07,0.04,0.26,0.01,4
1254000,0.01,0.52,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1267000,0.01,0.47,0.05,0.06,0.0,0.07,0.03,0.26,0.01,4
1319000,0.01,0.47,0.05,0.05,0.0,0.05,0.05,0.32,0.01,4
1294000,0.01,0.56,0.05,0.07,0.0,0.06,0.04,0.25,0.01,4
1313000,0.01,0.56,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1364000,0.01,0.61,0.05,0.05,0.0,0.07,0.04,0.26,0.01,4
1253000,0.01,0.56,0.05,0.05,0.0,0.06,0.04,0.25,0.01,4
1349000,0.01,0.58,0.05,0.06,0.0,0.05,0.04,0.25,0.01,4
1360000,0.01,0.57,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1274000,0.01,0.57,0.05,0.06,0.0,0.06,0.03,0.29,0.01,4
1269000,0.01,0.63,0.05,0.06,0.0,0.06,0.04,0.33,0.01,4
1255000,0.01,0.48,0.05,0.06,0.0,0.07,0.04,0.33,0.01,4
1288000,0.01,0.61,0.05,0.06,0.0,0.05,0.04,0.31,0.01,4
1251000,0.01,0.54,0.05,0.06,0.0,0.07,0.04,0.28,0.01,4
1361000,0.01,0.53,0.05,0.06,0.0,0.06,0.04,0.31,0.01,4
1361000,0.01,0.47,0.05,0.06,0.0,0.07,0.04,0.33,0.01,4
1288000,0.01,0.62,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1343000,0.01,0.57,0.05,0.06,0.0,0.06,0.04,0.29,0.01,4
1252000,0.01,0.48,0.05,0.06,0.0,0.06,0.05,0.32,0.01,4
1330000,0.01,0.53,0.05,0.07,0.0,0.06,0.04,0.25,0.01,4
1350000,0.01,0.55,0.05,0.05,0.0,0.05,0.04,0.31,0.01,4
1344000,0.01,0.63,0.05,0.05,0.0,0.06,0.04,0.33,0.01,4
1277000,0.01,0.52,0.05,0.06,0.0,0.07,0.04,0.32,0.01,4
1291000,0.01,0.59,0.05,0.06,0.0,0.05,0.04,0.33,0.01,4
1303000,0.01,0.54,0.05,0.06,0.0,0.06,0.03,0.31,0.01,4
1309000,0.01,0.54,0.05,0.06,0.0,0.07,0.04,0.25,0.01,4
1337000,0.01,0.49,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1248000,0.01,0.48,0.05,0.06,0.0,0.06,0.04,0.26,0.01,4
1275000,0.01,0.61,0.05,0.06,0.0,0.05,0.04,0.28,0.01,4
1319000,0.01,0.61,0.05,0.06,0.0,0.06,0.04,0.27,0.01,4
1363000,0.01,0.5,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1358000,0.01,0.52,0.05,0.05,0.0,0.05,0.04,0.29,0.01,4
1250000,0.01,0.62,0.05,0.06,0.0,0.06,0.04,0.29,0.01,4
1335000,0.01,0.55,0.05,0.06,0.0,0.07,0.04,0.29,0.01,4
1321000,0.01,0.57,0.05,0.06,0.0,0.05,0.04,0.3,0.01,4
1355000,0.01,0.5,0.05,0.06,0.0,0.06,0.05,0.3,0.01,4
1281000,0.01,0.5,0.05,0.06,0.0,0.06,0.04,0.25,0.01,4
1317000,0.01,0.49,0.05,0.06,0.0,0.06,0.04,0.31,0.01,4
1360000,0.01,0.63,0.05,0.06,0.0,0.07,0.04,0.31,0.01,4
1362000,0.01,0.51,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1340000,0.01,0.47,0.05,0.06,0.0,0.06,0.04,0.33,0.01,4
1286000,0.01,0.57,0.05,0.06,0.0,0.07,0.04,0.25,0.01,4
1321000,0.01,0.59,0.05,0.06,0.0,0.06,0.03,0.3,0.01,4
1247000,0.01,0.59,0.05,0.06,0.0,0.06,0.04,0.31,0.01,4
1314000,0.01,0.63,0.05,0.06,0.0,0.06,0.04,0.29,0.01,4
1315000,0.01,0.63,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1283000,0.01,0.55,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1283000,0.01,0.56,0.05,0.06,0.0,0.07,0.04,0.3,0.01,4
1298000,0.01,0.59,0.05,0.06,0.0,0.07,0.04,0.28,0.01,4
1249000,0.01,0.59,0.05,0.06,0.0,0.06,0.04,0.33,0.01,4
1332000,0.01,0.55,0.05,0.06,0.0,0.06,0.04,0.25,0.01,4
1294000,0.01,0.62,0.05,0.06,0.0,0.06,0.04,0.33,0.01,4
1309000,0.01,0.51,0.05,0.06,0.0,0.07,0.04,0.25,0.01,4
1335000,0.01,0.55,0.05,0.06,0.0,0.05,0.04,0.28,0.01,4
1308000,0.01,0.49,0.05,0.06,0.0,0.06,0.05,0.25,0.01,4
1358000,0.01,0.54,0.05,0.06,0.0,0.07,0.04,0.25,0.01,4
1280000,0.01,0.58,0.05,0.06,0.0,0.07,0.04,0.26,0.01,4
1299000,0.01,0.53,0.05,0.06,0.0,0.06,0.05,0.26,0.01,4
1285000,0.01,0.51,0.05,0.05,0.0,0.06,0.04,0.25,0.01,4
1319000,0.01,0.49,0.05,0.07,0.0,0.06,0.04,0.32,0.01,4
1267000,0.01,0.56,0.05,0.06,0.0,0.06,0.04,0.33,0.01,4
1313000,0.01,0.63,0.05,0.06,0.0,0.05,0.04,0.32,0.01,4
1246000,0.01,0.5,0.05,0.06,0.0,0.07,0.04,0.3,0.01,4
1264000,0.01,0.55,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1352000,0.01,0.5,0.05,0.06,0.0,0.06,0.04,0.28,0.01,4
1261000,0.01,0.53,0.05,0.06,0.0,0.05,0.04,0.26,0.01,4
1358000,0.01,0.61,0.05,0.06,0.0,0.07,0.04,0.27,0.01,4
1312000,0.01,0.63,0.05,0.06,0.0,0.07,0.03,0.33,0.01,4
1365000,0.01,0.6,0.05,0.06,0.0,0.06,0.04,0.25,0.01,4
1246000,0.01,0.47,0.05,0.06,0.0,0.06,0.04,0.27,0.01,4
1297000,0.01,0.54,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1284000,0.01,0.53,0.05,0.06,0.0,0.05,0.04,0.27,0.01,4
1291000,0.01,0.57,0.05,0.06,0.0,0.05,0.04,0.26,0.01,4
1237000,0.01,0.51,0.05,0.06,0.0,0.07,0.05,0.32,0.01,4
1340000,0.01,0.59,0.05,0.07,0.0,0.05,0.04,0.27,0.01,4
1350000,0.01,0.61,0.05,0.06,0.0,0.06,0.04,0.31,0.01,4
1326000,0.01,0.61,0.05,0.06,0.0,0.07,0.03,0.31,0.01,4
1315000,0.01,0.49,0.05,0.06,0.0,0.06,0.03,0.28,0.01,4
1345000,0.01,0.49,0.05,0.06,0.0,0.06,0.04,0.33,0.01,4
1253000,0.01,0.63,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1272000,0.01,0.47,0.05,0.06,0.0,0.06,0.04,0.28,0.01,4
1303000,0.01,0.6,0.05,0.07,0.0,0.05,0.05,0.27,0.01,4
1317000,0.01,0.49,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1290000,0.01,0.53,0.05,0.06,0.0,0.06,0.03,0.3,0.01,4
1305000,0.01,0.57,0.05,0.05,0.0,0.07,0.05,0.33,0.01,4
1306000,0.01,0.57,0.05,0.06,0.0,0.07,0.04,0.27,0.01,4
1287000,0.01,0.49,0.05,0.05,0.0,0.07,0.04,0.29,0.01,4
1287000,0.01,0.55,0.05,0.06,0.0,0.07,0.04,0.31,0.01,4
1327000,0.01,0.62,0.05,0.06,0.0,0.06,0.04,0.26,0.01,4
1242000,0.01,0.51,0.05,0.06,0.0,0.05,0.03,0.33,0.01,4
1297000,0.01,0.6,0.05,0.06,0.0,0.07,0.04,0.33,0.01,4
1282000,0.01,0.61,0.05,0.06,0.0,0.06,0.03,0.25,0.01,4
1282000,0.01,0.57,0.05,0.07,0.0,0.06,0.04,0.33,0.01,4
1238000,0.01,0.47,0.05,0.06,0.0,0.06,0.04,0.29,0.01,4
1267000,0.01,0.52,0.05,0.06,0.0,0.06,0.04,0.25,0.01,4
1276000,0.01,0.47,0.05,0.06,0.0,0.05,0.04,0.28,0.01,4
1249000,0.01,0.53,0.05,0.06,0.0,0.06,0.03,0.26,0.01,4
1281000,0.01,0.53,0.05,0.06,0.0,0.07,0.04,0.28,0.01,4
1263000,0.01,0.63,0.05,0.07,0.0,0.06,0.04,0.33,0.01,4
1298000,0.01,0.5,0.05,0.05,0.0,0.06,0.04,0.25,0.01,4
1307000,0.01,0.51,0.05,0.06,0.0,0.07,0.04,0.29,0.01,4
1363000,0.01,0.52,0.05,0.06,0.0,0.06,0.04,0.25,0.01,4
1357000,0.01,0.52,0.05,0.06,0.0,0.07,0.04,0.3,0.01,4
1296000,0.01,0.62,0.05,0.06,0.0,0.06,0.05,0.25,0.01,4
1260000,0.01,0.51,0.05,0.06,0.0,0.06,0.04,0.26,0.01,4
1297000,0.01,0.58,0.05,0.07,0.0,0.06,0.04,0.33,0.01,4
1353000,0.01,0.55,0.05,0.06,0.0,0.07,0.04,0.31,0.01,4
1253000,0.01,0.62,0.05,0.06,0.0,0.05,0.05,0.28,0.01,4
1352000,0.01,0.57,0.05,0.06,0.0,0.06,0.04,0.33,0.01,4
1279000,0.01,0.47,0.05,0.06,0.0,0.05,0.04,0.3,0.01,4
1308000,0.01,0.49,0.05,0.07,0.0,0.06,0.04,0.29,0.01,4
1325000,0.01,0.54,0.05,0.06,0.0,0.05,0.04,0.33,0.01,4
1344000,0.01,0.53,0.05,0.06,0.0,0.07,0.04,0.29,0.01,4
1356000,0.01,0.63,0.05,0.06,0.0,0.07,0.05,0.28,0.01,4
1363000,0.01,0.54,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1345000,0.01,0.56,0.05,0.06,0.0,0.05,0.04,0.3,0.01,4
1272000,0.01,0.53,0.05,0.06,0.0,0.07,0.04,0.28,0.01,4
1275000,0.01,0.52,0.05,0.05,0.0,0.06,0.04,0.31,0.01,4
1263000,0.01,0.5,0.05,0.06,0.0,0.06,0.04,0.27,0.01,4
1332000,0.01,0.57,0.05,0.06,0.0,0.06,0.05,0.33,0.01,4
1270000,0.01,0.6,0.05,0.07,0.0,0.06,0.05,0.29,0.01,4
1346000,0.01,0.5,0.05,0.07,0.0,0.05,0.04,0.25,0.01,4
1320000,0.01,0.5,0.05,0.06,0.0,0.06,0.03,0.32,0.01,4
1357000,0.01,0.52,0.05,0.06,0.0,0.05,0.04,0.29,0.01,4
1259000,0.01,0.55,0.05,0.06,0.0,0.06,0.04,0.27,0.01,4
1363000,0.01,0.53,0.05,0.05,0.0,0.06,0.04,0.27,0.01,4
1354000,0.01,0.62,0.05,0.07,0.0,0.05,0.04,0.31,0.01,4
1280000,0.01,0.63,0.05,0.06,0.0,0.06,0.04,0.27,0.01,4
1288000,0.01,0.59,0.05,0.05,0.0,0.05,0.03,0.3,0.01,4
1248000,0.01,0.47,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1303000,0.01,0.52,0.05,0.05,0.0,0.06,0.04,0.31,0.01,4
1253000,0.01,0.56,0.05,0.06,0.0,0.05,0.04,0.28,0.01,4
1364000,0.01,0.49,0.05,0.05,0.0,0.05,0.04,0.32,0.01,4
1245000,0.01,0.59,0.05,0.06,0.0,0.06,0.04,0.26,0.01,4
1288000,0.01,0.55,0.05,0.06,0.0,0.07,0.04,0.3,0.01,4
1264000,0.01,0.63,0.05,0.06,0.0,0.05,0.04,0.27,0.01,4
1241000,0.01,0.55,0.05,0.07,0.0,0.07,0.04,0.25,0.01,4
1283000,0.01,0.59,0.05,0.06,0.0,0.06,0.04,0.27,0.01,4
1364000,0.01,0.57,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1338000,0.01,0.57,0.05,0.06,0.0,0.07,0.04,0.31,0.01,4
1317000,0.01,0.6,0.05,0.06,0.0,0.06,0.04,0.33,0.01,4
1328000,0.01,0.63,0.05,0.06,0.0,0.06,0.04,0.26,0.01,4
1272000,0.01,0.54,0.05,0.06,0.0,0.06,0.04,0.28,0.01,4
1327000,0.01,0.54,0.05,0.06,0.0,0.05,0.05,0.27,0.01,4
1261000,0.01,0.61,0.05,0.06,0.0,0.06,0.03,0.3,0.01,4
1327000,0.01,0.54,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1273000,0.01,0.49,0.05,0.06,0.0,0.06,0.03,0.29,0.01,4
1363000,0.01,0.51,0.05,0.05,0.0,0.07,0.04,0.28,0.01,4
1284000,0.01,0.62,0.05,0.06,0.0,0.05,0.04,0.31,0.01,4
1262000,0.01,0.59,0.05,0.06,0.0,0.06,0.04,0.26,0.01,4
1356000,0.01,0.51,0.05,0.06,0.0,0.06,0.04,0.25,0.01,4
1263000,0.01,0.61,0.05,0.06,0.0,0.05,0.04,0.26,0.01,4
1266000,0.01,0.53,0.05,0.06,0.0,0.07,0.04,0.31,0.01,4
1241000,0.01,0.47,0.05,0.05,0.0,0.06,0.03,0.28,0.01,4
1302000,0.01,0.58,0.05,0.06,0.0,0.06,0.04,0.31,0.01,4
1304000,0.01,0.6,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1348000,0.01,0.52,0.05,0.06,0.0,0.07,0.04,0.27,0.01,4
1239000,0.01,0.5,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1337000,0.01,0.52,0.05,0.06,0.0,0.06,0.04,0.26,0.01,4
1239000,0.01,0.57,0.05,0.05,0.0,0.06,0.04,0.33,0.01,4
1334000,0.01,0.57,0.05,0.06,0.0,0.06,0.04,0.28,0.01,4
1347000,0.01,0.54,0.05,0.06,0.0,0.06,0.04,0.27,0.01,4
1337000,0.01,0.55,0.05,0.06,0.0,0.06,0.04,0.28,0.01,4
1256000,0.01,0.52,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1306000,0.01,0.5,0.05,0.06,0.0,0.06,0.04,0.28,0.01,4
1344000,0.01,0.57,0.05,0.06,0.0,0.06,0.04,0.3,0.01,4
1243000,0.01,0.6,0.05,0.06,0.0,0.06,0.03,0.32,0.01,4
1272000,0.01,0.58,0.05,0.06,0.0,0.06,0.04,0.29,0.01,4
1326000,0.01,0.52,0.05,0.06,0.0,0.06,0.04,0.32,0.01,4
1262000,0.01,0.61,0.05,0.06,0.0,0.06,0.04,0.25,0.01,4
1355000,0.01,0.56,0.05,0.06,0.0,0.07,0.04,0.33,0.01,4
1260000,0.01,0.47,0.05,0.06,0.0,0.07,0.04,0.26,0.01,4
1334000,0.01,0.61,0.05,0.07,0.0,0.06,0.04,0.29,0.01,4
1286000,0.01,0.62,0.05,0.06,0.0,0.06,0.04,0.28,0.01,4
1286000,0.01,0.47,0.05,0.06,0.0,0.06,0.04,0.25,0.01,4
1362000,0.01,0.51,0.05,0.06,0.0,0.07,0.04,0.29,0.01,4
1268000,0.01,0.59,0.05,0.06,0.0,0.07,0.04,0.29,0.01,4
1254000,0.01,0.56,0.05,0.06,0.0,0.05,0.05,0.28,0.01,4
1289000,0.01,0.51,0.05,0.06,0.0,0.05,0.04,0.3,0.01,4
1289000,0.01,0.54,0.05,0.07,0.0,0.06,0.04,0.3,0.01,4
1365000,0.01,0.56,0.05,0.05,0.0,0.05,0.04,0.25,0.01,4
1365000,0.01,0.56,0.05,0.07,0.0,0.07,0.04,0.33,0.01,4
1244000,0.01,0.62,0.05,0.06,0.0,0.07,0.04,0.27,0.01,4
1334000,0.01,0.5,0.05,0.05,0.0,0.07,0.04,0.26,0.01,4
1264000,0.01,0.59,0.05,0.06,0.0,0.06,0.03,0.31,0.01,4
1963000,0.24,0.25,0.05,0.12,0.07,0.08,0.07,0.11,0.33,0
2056000,0.24,0.28,0.05,0.14,0.07,0.09,0.07,0.12,0.34,0
2073000,0.24,0.26,0.05,0.13,0.07,0.09,0.08,0.1,0.34,0
2010000,0.24,0.28,0.05,0.13,0.07,0.1,0.07,0.12,0.35,0
2089000,0.23,0.28,0.05,0.13,0.07,0.08,0.08,0.1,0.34,0
2032000,0.24,0.31,0.05,0.12,0.07,0.09,0.08,0.11,0.33,0
1975000,0.24,0.29,0.05,0.12,0.07,0.09,0.06,0.1,0.34,0
1931000,0.24,0.25,0.05,0.13,0.07,0.1,0.07,0.1,0.34,0
2010000,0.23,0.32,0.05,0.14,0.07,0.09,0.07,0.1,0.34,0
1924000,0.25,0.27,0.05,0.12,0.07,0.08,0.07,0.12,0.33,0
2070000,0.23,0.29,0.05,0.12,0.07,0.09,0.08,0.09,0.35,0
2031000,0.24,0.27,0.05,0.13,0.07,0.08,0.07,0.1,0.33,0
2047000,0.24,0.28,0.05,0.14,0.07,0.1,0.07,0.12,0.35,0
2034000,0.24,0.33,0.05,0.14,0.07,0.1,0.07,0.11,0.34,0
2050000,0.24,0.33,0.05,0.13,0.07,0.08,0.06,0.12,0.34,0
1955000,0.24,0.33,0.05,0.14,0.07,0.09,0.06,0.09,0.34,0
2006000,0.25,0.31,0.05,0.14,0.07,0.08,0.08,0.1,0.34,0
1923000,0.24,0.28,0.05,0.14,0.07,0.09,0.06,0.1,0.34,0
1939000,0.24,0.29,0.05,0.12,0.07,0.1,0.08,0.1,0.34,0
2017000,0.23,0.31,0.05,0.13,0.07,0.09,0.08,0.13,0.35,0
2018000,0.24,0.25,0.05,0.13,0.07,0.09,0.07,0.12,0.33,0
1939000,0.23,0.27,0.05,0.12,0.07,0.1,0.06,0.1,0.33,0
2047000,0.24,0.28,0.05,0.13,0.07,0.09,0.08,0.1,0.34,0
1985000,0.25,0.31,0.05,0.14,0.07,0.08,0.07,0.11,0.33,0
1982000,0.24,0.29,0.05,0.13,0.07,0.08,0.08,0.1,0.34,0
2080000,0.24,0.25,0.05,0.13,0.07,0.08,0.07,0.1,0.34,0
2045000,0.23,0.29,0.05,0.14,0.07,0.09,0.08,0.1,0.33,0
2052000,0.24,0.27,0.05,0.13,0.07,0.09,0.08,0.12,0.35,0
2032000,0.24,0.29,0.05,0.12,0.07,0.08,0.08,0.11,0.34,0
1936000,0.24,0.3,0.05,0.14,0.07,0.08,0.06,0.11,0.34,0
2017000,0.24,0.26,0.05,0.14,0.07,0.08,0.07,0.1,0.34,0
2077000,0.24,0.25,0.05,0.13,0.07,0.09,0.07,0.11,0.35,0
1944000,0.23,0.32,0.05,0.14,0.07,0.09,0.06,0.1,0.35,0
2067000,0.23,0.31,0.05,0.12,0.07,0.1,0.08,0.11,0.34,0
1971000,0.24,0.28,0.05,0.12,0.07,0.08,0.06,0.12,0.35,0
2094000,0.24,0.27,0.05,0.14,0.07,0.09,0.06,0.1,0.33,0
1935000,0.24,0.27,0.05,0.14,0.07,0.08,0.07,0.12,0.34,0
2018000,0.25,0.28,0.05,0.13,0.07,0.09,0.08,0.11,0.33,0
1953000,0.24,0.29,0.05,0.12,0.07,0.1,0.06,0.12,0.33,0
2067000,0.24,0.29,0.05,0.13,0.07,0.08,0.06,0.12,0.34,0
1939000,0.24,0.26,0.05,0.14,0.07,0.08,0.07,0.12,0.34,0
2052000,0.24,0.26,0.05,0.14,0.07,0.09,0.08,0.1,0.34,0
2086000,0.24,0.27,0.05,0.14,0.07,0.08,0.08,0.1,0.34,0
1925000,0.24,0.33,0.05,0.12,0.07,0.1,0.06,0.11,0.35,0
1997000,0.24,0.33,0.05,0.14,0.07,0.09,0.07,0.11,0.35,0
1923000,0.24,0.29,0.05,0.13,0.07,0.08,0.08,0.1,0.34,0
2094000,0.24,0.31,0.05,0.13,0.07,0.1,0.07,0.11,0.35,0
2064000,0.24,0.28,0.05,0.13,0.07,0.09,0.07,0.09,0.34,0
1908000,0.24,0.3,0.05,0.12,0.07,0.09,0.06,0.11,0.33,0
1913000,0.25,0.31,0.05,0.13,0.07,0.09,0.08,0.1,0.34,0
2094000,0.24,0.3,0.05,0.12,0.07,0.08,0.07,0.1,0.34,0
1981000,0.24,0.29,0.05,0.14,0.07,0.08,0.06,0.11,0.34,0
2011000,0.24,0.31,0.05,0.13,0.07,0.08,0.08,0.1,0.34,0
1934000,0.24,0.28,0.05,0.12,0.07,0.09,0.07,0.11,0.34,0
1904000,0.25,0.33,0.05,0.13,0.07,0.1,0.08,0.12,0.35,0
2058000,0.24,0.29,0.05,0.14,0.07,0.08,0.07,0.12,0.34,0
2097000,0.23,0.32,0.05,0.13,0.07,0.1,0.07,0.12,0.34,0
2032000,0.24,0.3,0.05,0.13,0.07,0.08,0.08,0.11,0.35,0
2060000,0.24,0.31,0.05,0.14,0.07,0.08,0.07,0.09,0.33,0
2018000,0.24,0.31,0.05,0.13,0.07,0.09,0.07,0.1,0.35,0
1990000,0.24,0.27,0.05,0.14,0.07,0.09,0.06,0.09,0.34,0
1901000,0.24,0.26,0.05,0.12,0.07,0.09,0.07,0.13,0.35,0
